Probe_Set_ID	Lsmean_ A _expanding	Lsmean_ A_fullexpand	Lsmean_A_primordia	Lsmean_ E_expanding	Lsmean_ E_fullexpand	Lsmean_E_primordia
245496_at	-1.09603	-1.02087	-0.32471	-1.31722	-0.85742	-0.3623
245498_at	-2.07878	-2.22205	-1.74683	-2.36637	-2.11401	-1.91846
245499_at	-1.32194	-1.25598	-1.85693	-1.37126	-1.5647	-1.78149
245501_at	0.314779	-0.09827	1.902832	-0.03988	-0.12793	1.596924
245502_at	-0.47884	-0.87976	0.763184	-0.81331	-0.9375	0.796631
245512_at	0.973633	0.518921	2.619629	0.709798	0.718262	2.663818
245513_at	0.674479	1.254517	0.504395	0.894368	1.09082	0.511719
245514_at	-1.60221	-0.96375	-2.29102	-1.03955	-1.41138	-2.61523
245516_at	-0.90462	-1.30237	-0.56006	-1.14697	-1.40356	-0.60913
245517_at	-0.57975	-0.49011	-1.62012	-0.86963	-0.63892	-1.60742
245521_at	-0.26595	-0.3717	0.189453	-0.38981	-0.24268	0.129395
245522_at	-1.56413	-2.52661	-0.66772	-1.75407	-2.48193	-0.69409
245523_at	-1.85905	-2.39856	2.258301	-2.05485	-2.23511	2.210693
245524_at	0.158529	1.108032	0.910889	0.051921	1.285156	0.880615
245525_at	1.762044	1.747192	2.021484	1.65153	1.677734	2.070068
245526_at	-1.45703	-1.78284	-0.67993	-1.56104	-2.07935	-0.8313
245529_at	-1.59115	-2.23035	-0.92871	-1.95264	-2.3291	-0.85547
245532_at	2.193034	1.96106	1.773438	2.01416	1.666504	1.82251
245533_at	-0.23503	-0.08655	0.028564	-0.11214	-0.06274	0.034912
245536_at	-1.60286	-1.32678	-1.63062	-1.479	-1.68481	-1.74048
245543_at	-2.15169	-2.06775	-3.03589	-1.82829	-1.41235	-2.69507
245557_at	-0.7972	-1.18323	-0.07739	-1.10433	-1.08325	-0.05444
245558_at	-1.94336	-2.28845	-1.74146	-2.01286	-1.92212	-1.69482
245561_at	-2.20052	-2.10242	-3.25879	-2.04378	-2.12183	-2.83643
245562_at	-0.03288	-0.19666	0.31543	-0.17236	-0.1333	0.279053
245565_at	-0.77734	-0.60852	-0.64307	-0.6027	-0.87549	-0.53394
245569_at	-0.42318	-1.01453	-0.03687	-0.66715	-0.8916	0.206299
245572_at	-1.84505	-1.48889	-0.67017	-1.78532	-1.57715	-0.67822
245574_at	-2.19531	-1.69421	-1.63379	-1.97217	-1.67554	-1.91772
245575_at	0.951497	1.198364	0.337402	0.950684	1.089844	0.267822
245578_at	-1.75228	-1.72473	-1.81567	-2.20199	-1.98853	-1.80151
245582_at	-2.99137	-3.45044	-2.64478	-3.36849	-3.5199	-2.3584
245583_at	-1.16927	-1.5116	-1.22021	-1.06559	-1.427	-1.0918
245588_at	-1.71745	-1.49402	-1.06982	-1.50244	-1.32227	-1.04102
245592_at	1.842122	1.981567	0.905029	1.934082	1.967285	0.925293
245593_at	-1.75326	-2.88367	-1.55078	-2.38558	-3.56189	-1.73267
245594_at	-1.0599	-1.13611	-1.37817	-1.42594	-1.36304	-1.33691
245597_at	-0.51953	-0.67883	-0.60815	-0.90446	-0.88086	-0.40088
245599_at	-1.33138	-1.33606	-1.99219	-1.26904	-0.88989	-2.00659
245600_at	-0.29232	0.043335	-0.4939	-0.15934	-0.07666	-0.41846
245601_at	-0.31608	0.310913	-0.80713	-0.20915	0.273926	-0.8252
245602_at	0.467448	0.801636	1.201172	0.526204	0.804932	0.984131
245605_at	0.885742	0.698853	1.170898	0.756999	0.615234	1.115479
245606_at	-2.57422	-2.77478	-2.64478	-2.9126	-2.71301	-2.39697
245608_at	-0.67057	-0.63953	-0.51343	-0.54183	-0.56787	-0.54565
245612_at	1.633789	1.010864	2.35791	1.510905	1.071045	2.247314
245618_at	-0.55273	-0.94739	-0.56787	-0.7238	-1.25513	-0.41382
245621_at	1.048503	1.421509	-0.24585	1.083171	1.145996	-0.09644
245623_s_at	-2.56901	-2.3468	-2.05957	-2.40348	-2.68848	-2.28467
245625_at	1.232747	1.277954	1.163086	1.361165	1.23584	1.134033
245626_at	0.896159	1.474243	1.187012	1.027832	1.425293	1.160889
245629_at	3.286133	2.342896	4.888672	3.011556	2.297363	4.746826
245631_at	1.017904	0.592896	1.666992	0.905436	0.714844	1.731689
245632_at	-0.27051	-0.36755	-0.61865	-0.48877	-0.75	-0.68726
245633_at	0.484701	0.37854	0.347656	0.584147	0.483887	0.210449
245635_at	-2.69368	-2.57922	-2.64307	-2.60693	-3.27368	-2.94238
245637_at	1.142904	1.408325	-0.51929	1.309733	0.86377	-0.57593
245638_s_at	-0.25456	-0.45496	-0.70459	-0.36214	-0.67139	-0.62842
245639_at	1.993815	1.490356	3.245605	1.667806	1.567871	3.257568
245641_at	-2.4069	-2.31897	-1.93628	-2.18245	-1.85376	-2.01245
245642_at	3.772461	3.78186	3.791992	3.834473	4.057129	3.6521
245644_at	-1.74967	-1.7384	-0.59888	-1.72249	-1.90503	-0.67407
245645_at	-0.88281	-1.22961	-0.88867	-0.88525	-1.63721	-0.896
245649_at	-0.56543	-0.85364	-0.51538	-0.54248	-0.76953	-0.42896
245651_s_at	2.165039	2.089478	2.463379	2.27653	2.272949	2.435303
245657_at	-0.65007	-0.91589	-0.7085	-0.896	-1.80591	-0.95874
245660_at	-0.92318	-0.3822	-1.57959	-0.88395	-0.29419	-1.65259
245661_at	-2.54818	-3.00122	-3.09167	-2.8986	-2.68652	-3.02539
245665_at	-0.39421	-0.57239	0.063965	-0.40902	-0.58105	0.071289
245666_at	-0.23242	-0.34338	-0.7522	-0.04346	-0.18677	-0.85498
245667_at	0.332682	0.463745	0.320801	0.428874	0.268555	0.239014
245668_at	-0.71061	-0.01379	-0.11084	-0.6307	-0.69189	-0.31494
245671_at	-2.10482	-1.3197	-1.9519	-2.23226	-1.31445	-2.27612
245676_at	-1.40918	-2.12634	-1.8501	-1.60856	-1.82397	-1.95996
245677_at	-1.77279	-2.49963	-1.98584	-1.7902	-2.03467	-2.2959
245678_at	-1.88216	-1.15027	-1.77002	-1.52425	-0.83398	-1.95386
245679_at	-0.41634	-0.54407	-0.42993	-0.63363	-0.56323	-0.54785
245681_at	-0.41276	-0.16956	-0.93311	-0.40153	-0.07544	-0.98022
245682_at	-0.23047	-0.38513	-0.6084	-0.63851	-0.51563	-0.66309
245683_at	-0.19824	-0.35315	-0.23193	-0.40544	-0.74146	-0.11523
245684_at	0.674479	1.357544	0.003418	0.919759	1.535645	-0.07031
245685_at	-2.5918	-2.27502	-1.62817	-2.42367	-2.46021	-1.89429
245686_at	1.296549	0.989868	1.702637	1.630697	1.616699	1.773682
245687_at	-0.44759	-0.32581	-0.79443	-0.24788	-0.38916	-0.72266
245688_at	-0.56868	-1.22595	2.92627	-0.89632	-1.51807	2.863037
245690_at	-0.42057	-0.67126	-2.07422	-0.4484	-0.44287	-2.06104
245691_at	-0.84277	-1.07849	-0.20093	-0.80583	-1.11401	-0.17847
245693_at	1.312826	1.391235	0.575684	1.282389	1.473633	0.619385
245694_at	-0.47982	-0.01917	-0.79639	-0.1001	0.485596	-0.80273
245695_at	-0.94792	-0.78479	-0.98193	-0.93311	-0.9021	-1.1001
245698_at	-0.13184	-0.3866	0.989258	-0.20882	-0.49976	0.85498
245699_at	-2.17839	-1.89661	-2.3064	-2.1167	-1.94116	-2.08667
245701_at	4.689779	4.634888	3.11377	4.665202	4.459473	3.195068
245702_at	-1.99089	-1.64783	-2.71338	-1.92887	-1.77783	-2.90332
245704_at	-0.38411	-0.33606	-0.02344	-0.24691	-0.25366	0.024902
245709_at	-0.7002	-1.54407	0.009521	-1.19157	-1.78247	0.051025
245712_at	0.488932	0.821655	-0.74805	0.347168	0.508545	-0.66235
245714_at	0.739909	0.080444	1.345703	0.500488	-0.0686	1.420654
245715_s_at	4.323242	3.959595	4.109375	4.259603	3.989258	4.157471
245716_at	0.987956	0.752563	0.414063	0.769368	0.642822	0.458984
245717_at	-2.78516	-2.85242	-3.00903	-2.96663	-2.97717	-2.97583
245718_at	-0.62891	-0.57947	-0.56934	-0.83382	-0.89185	-0.677
245721_s_at	0.008138	-0.18713	0.363525	-0.0083	-0.19702	0.324463
245722_at	-0.80827	-0.97351	-0.34839	-0.75602	-1.02173	-0.31616
245724_at	-0.35645	-0.47595	-0.73291	-0.32926	-0.65283	-0.57129
245725_at	-0.73991	-1.83752	-2.75024	-0.71598	-1.90088	-2.32715
245727_at	-0.59017	-0.49841	-0.125	-0.42529	-0.51953	-0.0127
245729_at	1.504883	1.11145	1.98877	1.398926	1.161133	2.079834
245730_at	0.954753	1.098755	-0.35474	0.879395	0.820313	-0.23657
245731_at	-0.91211	-0.43372	-1.19189	-0.37809	0.261719	-1.02515
245732_at	-0.9056	-0.86462	-0.66211	-0.85596	-0.75952	-0.83545
245733_at	-1.13477	-0.45789	-1.13428	-1.01351	-0.41943	-1.20117
245739_at	-1.15788	-2.51086	1.396973	-1.99756	-2.9137	1.343506
245740_at	0.308594	0.725952	-0.71045	0.534342	0.796143	-0.46558
245742_at	0.073568	0.529419	0.567627	0.138509	0.470703	0.503662
245743_at	-0.47754	-0.94495	-0.47778	-0.77588	-1.50757	-0.40527
245744_at	1.539388	1.432251	0.269043	1.319499	1.11377	0.237305
245745_at	2.874674	2.568481	1.858398	2.614421	2.369629	1.787354
245746_at	0.975586	0.496948	0.311035	1.015462	0.450439	0.211426
245747_at	0.279948	-0.27283	0.085693	-0.0249	-0.45044	0.359619
245748_at	0.441732	1.081665	0.086914	0.325033	0.481445	-0.11694
245750_at	2.877279	2.318481	3.973633	2.771973	2.368164	3.989502
245751_s_at	-0.78776	-0.73743	-0.85034	-0.74072	-0.67358	-0.84106
245756_at	-1.82129	-0.63245	-2.72925	-1.52686	-0.44971	-2.93896
245758_at	-1.60091	-1.58655	-1.95654	-1.58447	-1.65381	-2.03882
245759_at	-0.03223	0.279175	-1.04321	0.093913	0.233154	-0.99756
245760_s_at	-0.73698	-0.18469	-3.24182	-0.45329	0.115234	-3.94055
245761_at	-0.79134	-0.62048	-0.79053	-0.81624	-0.59473	-0.8208
245763_at	-0.4668	-0.43347	-0.78857	-0.54508	-0.44727	-0.55811
245765_at	0.164063	0.038208	-1.05591	0.275228	0.25415	-1.00098
245768_at	2.373372	2.148071	2.200195	2.240072	2.291504	2.14624
245770_at	-1.60547	-1.21106	-0.11401	-1.99691	-1.23633	0.048096
245771_at	1.420898	2.908813	-3.66199	1.031738	2.796387	-3.30627
245772_at	-0.98014	-1.26746	-0.80347	-1.25863	-1.17505	-0.73926
245773_at	-0.93132	-1.30652	-0.61694	-1.16357	-1.28003	-0.41138
245774_at	0.163086	-0.01404	-0.08081	-0.12516	-0.03223	0.064453
245775_at	-1.15169	-0.04504	-1.20825	-0.56592	0.134521	-1.50781
245776_at	1.666992	2.943481	-1.52417	1.63265	2.848145	-1.69409
245777_at	-1.15788	-1.1698	-1.2439	-1.27132	-1.28931	-1.42896
245778_at	1.592122	0.850464	1.549805	1.329915	0.645996	1.552979
245780_at	1.606445	1.957153	1.350586	1.725098	1.960938	1.279541
245781_at	-0.23665	0.349731	0.190674	-0.06527	0.365967	0.012451
245786_at	-1.06934	-0.8407	-1.21753	-0.93571	-0.61792	-1.13501
245787_at	0.641602	0.663452	0.770508	0.717285	0.783203	0.702881
245789_at	-0.15592	-0.63074	0.022949	-0.45426	-1.38208	0.114502
245790_at	2.537435	2.094849	2.189941	2.234212	1.816895	2.186279
245791_at	1.890951	1.910767	2.724121	2.070801	2.06543	2.659912
245792_at	-0.51204	-1.27454	-1.96191	-0.8833	-2.00879	-2.15723
245793_at	1.851888	1.856079	0.818848	1.581217	1.442871	0.858887
245795_at	2.199544	2.260376	1.480469	2.217285	2.12793	1.447998
245796_at	1.616211	2.004517	0.974609	1.768717	2.07373	1.004639
245797_at	1.28418	1.380493	1.495605	1.101074	1.323242	1.440674
245800_at	-1.68197	-2.06775	-0.14551	-1.63493	-2.41821	0.117432
245803_at	3.513997	4.225708	2.527832	3.542155	4.045898	2.349365
245806_at	3.931315	3.900513	2.962402	3.683431	3.626465	2.968506
245808_at	-2.68262	-2.95789	-1.95483	-2.67627	-3.03784	-1.97534
245809_at	0.291667	0.586792	-0.31982	0.203939	0.268066	-0.3042
245810_at	-0.60319	-0.75354	-1.27271	-0.93441	-1.14404	-1.47754
245815_at	-0.47396	-0.58459	-0.96265	-0.53239	-0.64575	-0.96606
245816_at	-1.25684	-0.86267	-2.93555	-1.646	-1.36621	-2.64404
245817_at	1.078451	0.818237	0.804199	0.895671	0.822754	0.97876
245818_at	-0.41211	-0.70837	0.213135	-0.60368	-0.88281	0.183838
245821_at	0.326823	-0.11462	0.410889	0.316895	-0.01489	0.522217
245822_at	1.458008	1.343384	1.723633	1.483561	1.333496	1.760986
245825_at	-0.33887	0.068726	-1.31567	-0.30192	-0.04346	-1.13184
245828_at	-0.17546	-1.19934	1.351074	-0.58643	-1.43994	1.443604
245830_at	-1.27962	-0.54187	-2.28906	-1.15999	-0.54175	-2.47217
245831_at	-1.81641	-1.37756	-1.625	-1.57992	-1.34375	-1.39038
245832_at	1.825846	1.46936	1.895996	1.740072	1.454102	1.850342
245841_s_at	4.635091	3.923462	5.243164	4.453613	4.121582	5.249756
245843_at	0.915365	0.841675	-0.03442	0.679199	0.595215	-0.02319
245844_at	-0.99967	-0.96033	-0.35596	-1.06299	-1.21387	-0.44678
245845_at	0.777344	0.760132	-0.05322	0.750814	0.510986	-0.06934
245846_at	-1.68457	-1.60364	-2.21265	-1.32992	-1.73145	-2.13232
245848_at	-1.56868	-1.8551	-0.96729	-1.83252	-1.80908	-1.15405
245849_at	-1.00651	-2.26526	0.841309	-1.18441	-3.34332	0.914307
245851_at	-0.86947	-0.95178	-1.05444	-0.83903	-1.14648	-1.00122
245852_at	4.350586	3.772095	3.715332	4.127441	3.506348	3.775146
245853_at	-1.19629	-0.75403	-0.86865	-0.86214	-0.58008	-0.81909
245854_at	0.135742	-0.56946	0.99707	0.258301	0.192139	0.926514
245855_at	-0.13704	0.037964	-0.74023	-0.20459	0.123291	-0.73389
245859_at	-0.87109	-1.82581	0.124512	-1.12972	-2.44922	0.169434
245861_at	-0.81738	-0.94739	0.071045	-0.77653	-1.14136	0.194092
245862_at	0.530599	1.134888	0.411621	0.629395	1.062012	0.292236
245863_s_at	-0.72363	-1.12341	-0.36719	-1.05778	-1.03223	-0.44067
245866_s_at	-0.93424	-1.34558	-1.98486	-0.71045	-1.26074	-1.93091
245867_at	2.607747	2.42981	2.299805	2.449056	2.343262	2.428467
245868_at	1.11556	1.386841	0.366455	1.021322	1.076172	0.349609
245870_at	-1.57585	-1.23889	-1.21997	-1.45133	-1.22998	-1.12329
245872_at	-2.0127	-1.89197	-1.48999	-1.79867	-1.79492	-1.66553
245873_at	-2.21745	-2.28748	-2.16138	-2.27523	-2.33472	-1.90649
245876_at	1.65332	1.257935	0.404297	1.520671	1.014404	0.418213
245877_at	1.05957	1.165649	-0.15112	0.891764	1.041992	-0.08936
245878_at	-1.65397	-1.91541	-1.54102	-1.54769	-1.83057	-1.20508
245879_at	-2.62044	-2.92004	-1.49609	-2.53271	-2.39355	-1.26978
245881_at	0.554362	0.807251	0.05957	0.565592	0.591064	0.063477
245885_at	-2.04395	-0.98279	-1.85718	-1.92074	-0.55884	-1.76123
245886_at	1.911784	1.279907	2.768555	1.783691	1.414063	2.864014
245887_at	-0.0778	-0.1532	0.34082	-0.12516	-0.1438	0.26001
245888_at	-0.54069	-0.37683	-0.4563	-0.92497	-0.28442	-0.39282
245891_at	-1.20247	2.782837	-3.0542	-0.16227	2.873535	-2.90698
245893_at	-1.08366	-0.86609	0.525391	-1.13688	-1.1062	0.471436
245894_at	-0.2041	-0.03967	0.050781	-0.1001	-0.03955	-0.02881
245895_at	-0.47624	-0.41248	-0.67285	-0.56559	-0.61206	-0.63135
245896_at	-0.2526	-0.51965	0.744629	-0.21696	-0.24194	0.72583
245898_at	-1.26986	-1.77478	-0.48706	-1.29801	-1.71899	-0.34668
245899_at	-1.74284	-1.34802	-1.40112	-1.2596	-0.93091	-1.34326
245900_at	-0.4069	-0.55457	-0.62695	-0.28792	-0.64844	-0.57861
245901_at	1.121419	1.623169	0.20752	1.121582	1.588867	0.209229
245904_at	-2.17318	-1.58704	-2.37451	-2.29346	-1.43555	-2.49146
245905_at	0.148112	0.788696	-0.35596	0.386556	0.863525	-0.33057
245906_at	2.780273	3.2677	0.960205	2.740072	3.157715	0.878418
245909_at	-1.31055	-1.41565	-1.30444	-1.59033	-1.28784	-1.32251
245910_at	0.104492	0.028931	0.436768	0.096842	-0.00366	0.398438
245911_at	1.77832	1.42688	2.476074	1.698405	1.663086	2.453369
245913_at	1.592122	2.292114	0.619629	1.527181	2.21875	0.386475
245914_at	0.525391	-0.30896	0.578857	0.142415	-0.44019	0.783936
245915_s_at	4.090169	3.842896	4.221191	3.941895	3.730957	4.20874
245917_at	0.089518	-0.32727	0.802979	0.011556	-0.18237	0.914551
245924_at	3.262044	2.566528	3.263672	3.150228	2.511719	3.309814
245925_at	-0.14746	-1.09412	0.644531	-0.24495	-1.17358	0.732422
245926_at	-0.51823	-0.70642	-0.89526	-0.62256	-0.81201	-0.62036
245928_s_at	-1.7207	-0.57166	1.881348	-1.73779	-0.04028	2.045654
245929_at	-0.2526	-1.10632	0.453369	-0.23454	-1.4187	0.385498
245930_at	0.491862	0.222046	0.604248	0.347168	0.126953	0.661133
245933_at	-0.32943	-0.25842	-1.15942	-0.53206	-0.52588	-1.06567
245934_at	0.437826	0.463257	0.561523	0.565918	0.68042	0.732422
245935_at	-2.47168	-2.54211	-2.61426	-2.81592	-2.802	-2.51465
245936_at	-0.05599	0.399292	-0.8833	0.134928	0.335449	-1.01904
245937_at	2.061523	0.403198	2.124512	1.566895	0.537598	2.27124
245938_at	0.452799	0.491821	0.861572	0.516113	0.604004	0.837646
245939_at	4.109701	3.930298	3.84668	4.059082	3.815918	3.845947
245940_at	-0.48926	-0.07068	-0.87988	-0.46077	-0.19116	-0.89307
245941_at	1.049154	0.720337	1.04248	0.956217	0.67041	1.095947
245943_at	0.203776	0.544312	-1.23779	0.221517	0.426758	-1.33691
245947_at	-0.42936	-0.75476	0.099854	-0.58415	-1.28442	0.07373
245948_at	2.754883	2.701782	1.4375	2.58252	2.505371	1.481689
245949_at	4.19694	3.638306	4.630371	3.915853	3.524414	4.69751
245950_at	-1.04102	-1.47107	-0.58936	-1.04346	-1.48682	-0.61475
245951_at	1.133138	1.715942	1.257324	1.468587	2.048828	1.358154
245952_at	4.142253	3.649536	3.633301	3.986816	3.544922	3.674072
245954_at	-2.23698	-2.55237	-2.4729	-2.25342	-2.44067	-2.36743
245956_s_at	3.05306	2.953735	3.612793	3.405436	3.571777	3.664795
245957_at	2.163086	2.667114	1.546387	2.268717	2.779785	1.484131
245960_at	-1.01107	-0.58557	-0.87109	-1.10205	-0.73218	-1.02637
245961_at	-2.05534	-1.99841	-1.64551	-2.19808	-2.12573	-1.76367
245971_at	-0.02018	0.13269	-0.50464	0.235514	0.324707	-0.54736
245972_at	-1.2972	-1.39026	-1.44336	-1.42334	-1.18286	-1.42334
245975_at	-0.07682	-0.11462	0.486328	-0.14339	0.019043	0.575928
245977_at	0.408203	0.282593	0.498779	0.62972	0.496826	0.853027
245980_at	1.892904	1.379028	1.534668	1.847493	1.026367	1.462158
245981_at	0.87793	1.140259	1.580566	1.034993	0.910645	1.627197
245983_at	-0.4668	-0.38611	-0.52246	-0.32829	-0.32178	-0.57788
245984_at	0.258789	0.103638	0.00415	0.064616	-0.15234	0.037598
245985_at	3.590169	2.914185	3.441895	3.406087	2.761719	3.465088
245986_at	-0.1582	0.100952	-0.46655	-0.11768	0.350098	-0.54834
245987_at	1.894206	1.852173	0.879395	2.217285	1.977539	0.773437
245988_at	-0.4834	-0.20398	-0.93896	-0.56136	-0.27539	-0.69629
245989_s_at	1.095378	1.672974	1.019531	1.18929	1.621582	0.901123
245991_at	0.687826	0.66272	0.461914	0.579915	0.776611	0.432617
245993_at	2.979492	4.132935	1.005127	3.263509	4.115234	0.949463
245998_at	0.045247	1.569946	-2.1687	0.557129	1.895996	-1.99048
245999_at	2.160482	2.170532	1.996582	2.143717	2.151367	1.978271
246001_at	-3.04769	-3.15198	-1.90576	-2.49235	-3.05664	-1.20679
246003_at	5.300456	4.340942	5.072754	5.074707	4.276367	5.0979
246004_at	5.633789	4.567993	5.109375	5.531738	3.756348	5.140381
246005_at	0.203451	-0.34583	0.383789	0.022298	-0.6333	0.392334
246006_at	2.584961	2.966431	2.612793	2.86377	3.172852	2.536377
246007_at	3.235352	3.528442	1.960449	3.115723	3.188477	1.848877
246008_at	-0.80632	-0.83582	-0.66626	-0.90837	-0.85864	-0.55859
246009_at	-1.45573	-1.20056	-1.28052	-1.33936	-0.88867	-1.31592
246010_at	-2.01009	-1.85803	-2.38159	-2.18148	-2.04199	-2.31592
246011_at	0.64681	0.270386	-0.32568	0.721517	0.44458	-0.31274
246012_at	-2.64811	-1.17859	-3.41235	-1.91683	-0.82397	-3.65918
246015_at	-0.33919	-0.53381	-1.00757	-0.71729	-0.68091	-0.90698
246017_at	0.106771	0.077271	0.544434	0.002767	0.196533	0.260742
246019_at	1.437826	0.682739	1.08252	1.254395	0.52124	1.188232
246020_at	-0.93978	-0.75647	-0.15698	-0.8221	-0.68213	-0.11084
246021_at	0.573568	0.835815	0.155762	0.47347	0.441162	0.145752
246026_at	-0.47038	-0.11218	-0.32593	-0.54118	-0.08984	-0.28149
246027_at	0.881836	0.898071	0.885254	0.99528	0.875977	0.896729
246028_at	-0.00553	0.565308	-0.01953	0.117676	0.193115	-0.05859
246029_at	3.168294	3.866821	2.705078	3.536947	4.116211	2.655518
246030_at	-0.68424	-0.26477	-1.15063	-0.3999	-0.24878	-0.96802
246031_at	0.064128	-0.172	0.746582	-0.05518	-0.11011	0.764648
246033_at	4.207357	3.086548	3.698242	3.998535	2.897461	3.809814
246034_at	-1.98372	-2.40051	-2.48096	-1.86312	-2.30493	-2.2771
246035_at	2.847331	2.919556	2.925293	2.913249	3.18457	2.894287
246036_at	0.685872	1.283325	-0.34033	0.768717	1.44043	-0.33594
246038_s_at	-0.66439	-0.62878	-0.94312	-0.42952	-0.78809	-0.87476
246039_at	0.001628	0.014526	0.130127	0.053548	-0.00781	-0.03882
246040_at	2.905273	2.512817	2.720703	2.835124	2.45752	2.763916
246041_at	1.645508	0.926392	2.781738	1.465983	0.828125	2.715088
246042_at	0.872396	1.129028	1.948242	0.878743	1.412598	1.885498
246043_at	-1.09277	-1.27551	-1.05029	-1.23844	-1.18066	-0.99097
246044_at	0.810221	1.041626	0.707764	0.847168	0.938232	0.567383
246045_at	-0.82259	-0.40833	-0.82153	-0.7609	-0.53735	-0.71753
246050_s_at	1.513997	1.362915	1.505859	1.44515	1.305176	1.529541
246051_at	3.782227	3.449829	3.431641	3.743327	3.46875	3.460205
246053_at	-0.66569	-1.05164	-0.63867	-0.93538	-1.3811	-0.55713
246055_at	1.208008	1.110962	0.72876	1.375488	1.260742	0.792725
246056_at	-0.861	-0.88293	-0.42163	-0.93506	-1.03833	-0.53345
246057_at	0.995117	0.021118	1.452148	0.648926	0.286621	1.605225
246058_at	0.067383	0.062866	0.047607	0.015137	0.045654	-0.01172
246059_at	-0.09798	-0.3783	-0.31909	-0.25309	-0.50146	-0.3125
246060_at	0.984049	0.796509	1.193359	0.681803	0.595459	1.221924
246061_at	-0.3623	-0.69568	0.279053	-0.4292	-0.54443	0.302734
246062_at	0.867188	0.882446	0.600098	0.845866	0.4729	0.691162
246064_at	1.260091	1.253052	1.443359	1.159342	1.102539	1.550537
246066_at	-0.6875	-0.77014	-1.00708	-0.6473	-0.7124	-0.77173
246068_at	5.372721	4.85022	5.455078	5.298014	4.804688	5.416748
246069_at	0.109049	-0.0697	-0.67041	-0.06299	-0.38818	-0.70532
246070_at	2.229492	1.954224	3.696777	2.029134	2.163086	3.826416
246071_at	-1.26986	-2.1217	0.275146	-1.10791	-2.03442	0.890625
246073_at	0.498698	0.408325	1.427734	0.411296	0.718018	1.547119
246074_at	1.462565	1.191528	1.609863	1.296061	0.875732	1.679932
246075_at	-1.52637	-1.10706	-2.42041	-1.17008	-1.56616	-2.21729
246076_at	2.293294	2.574829	0.700684	2.227702	2.375977	0.64917
246079_at	-2.0599	-2.49915	-2.0022	-2.31852	-2.62891	-1.78906
246081_s_at	0.235677	0.635864	-0.17456	0.332845	0.728027	-0.26929
246083_at	-2.51449	-2.33801	-1.85303	-2.60107	-2.61719	-1.44507
246085_at	-2.23503	-2.88538	-1.84058	-2.35758	-3.15479	-1.52734
246087_at	-0.50456	-0.14392	-0.63208	-0.40837	-0.32544	-0.77563
246088_at	-0.71908	-1.12292	0.636719	-0.73031	-1.03149	0.807861
246089_at	1.84668	1.737915	2.461426	1.686686	1.867188	2.442627
246090_at	0.860026	1.126343	0.94043	0.878092	1.100098	0.902344
246091_at	-0.24186	-0.35925	0.310059	-0.29834	-0.39111	0.316895
246092_at	3.086914	3.049438	3.320801	3.058431	3.022461	3.304932
246094_at	-2.07324	-2.99353	-0.5105	-2.88216	-2.60425	-0.45459
246095_at	-1.13672	-1.05334	-1.18091	-1.14535	-1.13501	-1.07593
246097_at	0.871745	0.644897	0.9021	0.590332	0.398193	0.668701
246109_at	-1.32454	-0.68225	-1.49194	-1.05518	-0.79199	-1.66821
246110_at	1.448242	1.616821	0.456787	1.379395	1.36377	0.507568
246111_at	-1.28613	-1.35144	-0.74316	-1.31006	-1.40747	-0.6687
246112_at	-1.38281	-1.52258	-1.14453	-1.36247	-1.39429	-1.05249
246114_at	-0.10482	0.510132	-0.89697	0.292155	0.160156	-0.41382
246115_at	0.654297	0.385132	0.239014	0.610189	0.163818	0.344727
246117_at	-1.00977	-0.97009	-1.49512	-1.04867	-1.05762	-1.48804
246119_at	1.723633	1.978149	1.042969	1.971842	2.001953	1.020752
246120_at	0.313802	0.372192	-0.60254	0.338379	0.368896	-0.71631
246122_at	-0.42285	0.023804	-1.73047	-0.31169	-0.03223	-1.70215
246124_at	2.456706	1.776489	2.967773	2.113118	1.509766	3.015869
246125_at	-0.93913	-0.84558	-1.81055	-0.78727	-0.13477	-1.84399
246126_at	1.043294	0.842651	1.518066	0.916504	0.810303	1.489502
246131_at	1.066732	0.549927	0.306885	1.083496	0.797852	0.510498
246133_at	-2.1569	-2.29041	-2.698	-1.69775	-1.79565	-2.73413
246134_at	-0.85254	-0.96057	-0.66553	-0.96956	-0.97388	-0.62817
246135_at	-0.07422	-0.25256	-0.16602	-0.03662	-0.18848	-0.26001
246139_at	-0.44857	-0.60413	-0.48169	-0.32275	-0.53662	-0.52563
